fpr,tpr
0.0,0.0
0.005595970900951315,0.00523168908819133
0.006715165081141578,0.00523168908819133
0.006715165081141578,0.005979073243647235
0.010072747621712367,0.006726457399103139
0.010632344711807499,0.006726457399103139
0.012311135982092894,0.006726457399103139
0.012870733072188025,0.006726457399103139
0.013430330162283156,0.007473841554559043
0.01566871852266368,0.007473841554559043
0.016228315612758813,0.007473841554559043
0.01846670397313934,0.007473841554559043
0.021264689423614997,0.008968609865470852
0.024062674874090653,0.008968609865470852
0.028539451594851706,0.008968609865470852
0.03133743704532736,0.008968609865470852
0.0318970341354225,0.008968609865470852
0.03301622831561276,0.008968609865470852
0.03357582540570789,0.008968609865470852
0.03469501958589815,0.008968609865470852
0.03693340794627868,0.008968609865470852
0.03861219921656407,0.008968609865470852
0.039731393396754335,0.008968609865470852
0.8449916060436485,0.9319880418535127
0.851147174034695,0.9334828101644245
0.8628987129266927,0.9424514200298953
0.8645775041969782,0.945440956651719
0.8656966983771684,0.945440956651719
0.8668158925573587,0.945440956651719
0.8690542809177392,0.9484304932735426
0.8712926692781198,0.9484304932735426
0.87241186345831,0.9484304932735426
0.8740906547285954,0.9491778774289985
0.8746502518186905,0.9491778774289985
0.8847229994404029,0.9559043348281017
0.885282596530498,0.9559043348281017
0.885282596530498,0.9566517189835575
0.8858421936205931,0.9566517189835575
0.8903189703413542,0.9573991031390134
0.8919977616116396,0.9573991031390134
0.8919977616116396,0.9588938714499252
0.8931169557918299,0.9588938714499252
0.8953553441522104,0.9588938714499252
0.8959149412423055,0.9588938714499252
0.8970341354224958,0.9588938714499252
0.9003917179630666,0.9588938714499252
0.9031897034135422,0.9588938714499252
0.9037493005036373,0.9588938714499252
0.9037493005036373,0.9596412556053812
0.9054280917739228,0.9596412556053812
0.9076664801343033,0.9596412556053812
0.9087856743144935,0.9596412556053812
0.9099048684946839,0.9596412556053812
0.9110240626748741,0.9603886397608371
0.9121432568550644,0.9603886397608371
0.9121432568550644,0.9618834080717489
0.923335198656967,0.9715994020926756
0.9244543928371572,0.9715994020926756
0.9289311695579183,0.9723467862481315
0.9300503637381086,0.9723467862481315
0.9300503637381086,0.9730941704035875
0.9300503637381086,0.9745889387144993
0.9317291550083939,0.9753363228699552
0.9345271404588696,0.9753363228699552
0.9636261891438165,0.9835575485799701
0.965864577504197,0.984304932735426
0.965864577504197,0.9850523168908819
0.9669837716843872,0.9850523168908819
0.9681029658645776,0.9850523168908819
0.9686625629546727,0.9850523168908819
0.9697817571348629,0.9850523168908819
0.970341354224958,0.9857997010463379
0.970341354224958,0.9872944693572496
0.970341354224958,0.9895366218236173
0.9714605484051483,0.9895366218236173
0.9983212087297146,1.0
0.9994404029099049,1.0
1.0,1.0
