n,SMILE,class
25,COc1cccc2cc(C(=O)NCCCCCCCN=c3c4c([nH]c5ccccc35)CCCCC4)oc12,1.0
26,CCN(CC)C(=S)SCCOc1ccc2c(C)cc(=O)oc2c1,0.0
27,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1,1.0
28,CC(=O)Oc1ccccc1[N+](C)(C)Cc1ccccc1,0.0
29,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2,1.0
30,CC(=O)n1cc(C=C2CN(Cc3ccccc3)CCC2=O)c2ccccc21,0.0
31,NC(CCCCn1cc(-c2ccccc2)nn1)C(=O)NCC1CCN(Cc2ccccc2)CC1,0.0
32,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,1.0
33,COc1cc(C=CC(=O)N2CCN(c3cccc([N+](=O)[O-])c3)CC2)ccc1O,0.0
34,COc1ccc(CCN=c2[nH]c(CC(N)=O)nc3ccccc23)cc1OC,0.0
35,COc1ccc(CC(=O)n2nc(OCCCN3CCCCC3)c3ccccc32)cc1,0.0
36,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)C)C(O)CC3(C)C5CCC4C2(C)CN1,0.0
37,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1F,1.0
38,COc1ccc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,1.0
39,CC(C1C(O)CC2(C)C3CCC4C(=CCC5N=C(C(C)(C)C)OCC54C)CC3C(=O)CC12C)N(C)C,1.0
40,c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1,1.0
41,c1ccc2oc(CNCCCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)cc2c1,1.0
42,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCNC2N3)cc1,1.0
43,O=C(CNCc1cc(F)cc(F)c1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1.0
44,COc1ccc2c(c1)CCC(CC1C=CN(Cc3cccc(F)c3)C=C1C(C)=O)C2=O,0.0
45,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)C12,1.0
46,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(Cl)ccc2C1=O,1.0
47,C#CC(C)C(C)OC[n+]1ccn(C)c1C=NO,0.0
48,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)C12,1.0
49,COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,1.0
50,COc1ccc(C(=O)n2cc(C=C3CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,0.0
51,CCCCCOc1nn(CCCCC)c2ccc([N+](=O)[O-])cc12,0.0
52,COc1cccc(-[n+]2ccc3cccc(OC)c3c2)c1,0.0
53,CCc1cc[n+](CC=CC[n+]2ccc(CC)cc2)cc1,0.0
54,NS(=O)(=O)c1ccc(NC(=S)NN=c2c3c([nH]c4ccccc24)CCCC3)cc1,1.0
55,CCN(CC)Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,0.0
56,COc1cc(CCC(=O)N=CC(=O)Nc2cccc(F)c2)ccc1O,0.0
57,C#CCN(C)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,0.0
58,COc1nc(-c2cc[nH]c(=NC(=O)C3CC3)c2)sc1C(=O)NCCN=c1c2c([nH]c3ccccc13)CCCC2,1.0
59,CC(C)(C)OC(=O)n1cc(C=C2CN(Cc3ccccc3)CCC2=O)c2ccccc21,0.0
60,CCN(CC)CCOC(=O)C=Cc1ccc2occ(C(=O)Nc3ccc(C)cc3)c(=O)c2c1,0.0
61,O=C(c1ccccc1OCc1ccccc1)n1nc(OCCN2CCCC2)c2ccccc21,0.0
62,CCCCCn1nc(OCc2ccc(OC)cc2)c2cc([N+](=O)[O-])ccc21,0.0
63,COc1cccc(CN(C)CCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,0.0
64,COc1cccc2cc[n+](-c3ccc(C#N)cc3)cc12,0.0
65,Cc1cccc(C=NNC(=O)N2CCN(c3ccccn3)CC2)c1,0.0
66,NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,0.0
67,CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1.0
68,CN(C)Cc1ccc(CSCCNc2cc(NCc3cccnc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,1.0
69,CN(CCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,0.0
70,CCCCN1CCC(CCC(=O)c2ccc3[nH]ccc3c2)CC1,1.0
71,COc1ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,1.0
72,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC,0.0
73,NC(=NO)c1nc(CCCCCN=c2c3c([nH]c4ccccc24)CCCC3)ccc1O,1.0
74,CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,1.0
75,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1,1.0
76,CN(Cc1ccccc1)Cc1ccc(C=C2Cc3ccc(OCCCCCN4CCCCC4)cc3C2=O)cc1,1.0
77,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C1C2,1.0
78,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccc(OC)c(OC)c1,1.0
79,C=CC[N+](C)(C)c1ccccc1OC,1.0
80,CC(OC[n+]1ccn(C)c1C=NO)C1CCCCC1,0.0
81,O=C(CCCCc1cccs1)NCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,1.0
82,c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,1.0
83,COc1ccc2c(c1)CCC(CC1C=CN(Cc3cccc(C)c3)C=C1C(C)=O)C2=O,0.0
84,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3,1.0
85,COc1ccc(Cn2cc(C(=O)NCCCCCCN=c3c4c([nH]c5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,0.0
86,O=C1c2ccccc2SCC12C(c1ccccc1)C1CSCN1C21C(=O)c2ccccc2C1=O,0.0
87,CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1,1.0
88,CCN(CC)CCCOc1ccc2c(c1)CC(=Cc1ccc(CN(C)Cc3ccccc3)cc1)C2=O,0.0
89,CNC(=O)c1c[n+](Cc2ccccc2)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O,0.0
90,N=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,1.0
91,CNC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O,0.0
92,c1ccc(=Nc2nc3ccccc3[nH]2)[nH]c1,0.0
93,N#Cc1ccc(C(=O)n2cc(C=C3CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,0.0
94,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,0.0
95,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCNC2N3C)cc1,1.0
96,O=C(Cc1ccc(Cl)cc1)n1nc(OCCCN2CCCCC2)c2ccccc21,0.0
97,CN(Cc1ccccc1)Cc1ccc(C=C2Cc3ccccc3C2=O)cc1,0.0
98,COc1ccc2cc3[n+](cc2c1OCc1ccc(C(C)C)cc1)CCc1cc2c(cc1-3)OCO2,0.0
99,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1.0
100,O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,0.0
101,COc1cc(NC(=S)NCCN2CCOCC2)ccc1Cl,0.0
102,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2c4ccccc4cc4ccccc24)C3=O)c1,1.0
103,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1ccc(OC)c(OC)c1)CCCC3,1.0
104,COc1ccc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2c1,1.0
105,FC(F)(F)c1ccc(C=NC2CCN(Cc3ccccc3)CC2)cc1,1.0
106,C#CCCCC[n+]1ccc(C=NO)cc1,0.0
107,N=c1c2c([nH]c3ccccc13)C1CCC2C1,1.0
108,CC(C)c1ccc(NC(=O)OCC2CCCN(C3Cc4ccccc4C3)C2)cc1,0.0
109,COc1ccc2[nH]c3c(c(=NCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3,0.0
110,Cn1cc(C(=O)NCCC2CCN(Cc3ccccc3)CC2)c2ccccc21,0.0
111,CCOC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)OCC,0.0
112,NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,1.0
113,CN(C)C(C=NO)=NC1CC1,0.0
114,CCN(CC)c1cc(C=C2OC(=O)c3cc(OC)c(OC)cc32)ccc1O,1.0
115,COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1,1.0
116,COc1ccc2[nH]c3c(c(=NCCN=C4C(=O)c5ccccc5C(=O)C4Cl)c2c1)CCCC3,0.0
117,N=c1c2c([nH]c3ccc(N)cc13)-c1ccccc1C2,0.0
118,C=Cc1oc2ccccc2c(=O)c1CN(C=CC(C)=O)Cc1ccccc1,0.0
119,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccccc3C#N)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,1.0
120,CCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C1C2,1.0
121,COc1cc2cc(C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,0.0
122,O=C(C=NO)Nc1ccc[n+](CC[n+]2cccc(NC(=O)C=NO)c2)c1,0.0
123,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CC4C=C(C)CC5C4)c3C(C1)C2,1.0
124,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,1.0
125,O=C(CCC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.0
126,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc(OC)cc4)cc3)CC2)CC1,0.0
127,COc1cc2cc(C(=O)C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,1.0
128,CC12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,0.0
129,N=c1c2c([nH]c3ccc(Cl)cc13)CCCC2,1.0
130,CCOc1ccc(-n2c(SCc3nc(-c4ccccc4C)no3)nnc2-c2ccccc2)cc1,0.0
131,COc1ccc(C(=O)CCc2cccc([N+](C)(C)C)c2)cc1OC,0.0
132,O=C1C(=NCCN=c2c3c([nH]c4ccccc24)CCCC3)CC(=O)c2c(O)cccc21,1.0
133,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,0.0
134,c1ccc2c(c1)CN1CCCCCCC1=N2,0.0
135,CNC(=O)Oc1ccc2c(c1)C1(C)CCNC1N2,1.0
136,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3ccccc3C)C=C1C(C)=O)C2,1.0
137,COc1cc(C#N)cc[n+]1C,0.0
138,CN(CCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,0.0
139,COc1ccccc1CN(C)CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1,0.0
140,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)OC(=Cc2ccc4ccccc4c2)C3=O)c1,1.0
141,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.0
142,COC(=O)c1cc2c(=N)c3c([nH]c2nc1C)CCC3,0.0
143,COc1cc(C=CC(=O)Nc2cccc(CN(C)Cc3ccccc3)c2)ccc1O,0.0
144,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccccc1)CC2=O,1.0
145,CN1CCc2oc3ccc(Br)cc3c(=O)c2C1,0.0
146,COc1cc2c(cc1OC)C(=O)C(CCCc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2,0.0
147,Cc1cccc(C(=O)N2Cc3cc(NC(=O)c4ccccc4)ccc3CC2=O)c1,1.0
148,Cc1ccc(CN2CCC(N=c3[nH]c(-c4ccc(C)cc4)c(-c4ccc(C)cc4)s3)CC2)cc1,0.0
149,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,0.0
150,CN(C)CCOc1ccc(C=C2COc3ccccc3C2=O)cc1,1.0
151,COc1ccc(C(=O)c2ccc(C=CCN(C)Cc3ccccc3)cc2)cc1OC,0.0
152,CCCCN=c1[nH]c2ccccc2[nH]1,0.0
153,CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc1ccccc1OC,1.0
154,CCNC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,1.0
155,CC(C)N=c1[nH]c(=NCc2ccccc2)c2ccccc2[nH]1,0.0
156,CCN(CC)CCOC(=O)C=Cc1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1,1.0
157,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2cc(Cl)cc(Cl)c2)C3=O)c1,1.0
158,Clc1ccc2c(=NCCCNCCCCCCOc3cccc4[nH]c5ccccc5c34)c3c([nH]c2c1)CCCC3,1.0
159,COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5ccc(F)cc5)CC4)CC3)c2c1,0.0
160,CCN(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,1.0
161,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCOCC3)cc1)NCC2,0.0
162,COc1cc(C=Cc2cc(N3CCN(CCO)CC3)c3ccccc3[n+]2C)cc(OC)c1O,0.0
163,COc1cccc2c1C=[N+](c1cccc(I)c1)CC2,0.0
164,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(OC)c(OC)cc1Br,1.0
165,COc1ccccc1C(=O)Nc1ccc2c(c1)CN(C(=O)c1ccccc1)C(=O)C2,1.0
166,CN(C)c1ccc(C(=O)NCCCCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1,1.0
167,CCN1CCC2c3cc(OC(=O)NC)ccc3CC21,1.0
168,COc1cccc2cc[n+](-c3ccccc3C)cc12,0.0
169,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1,0.0
170,COc1ccc2c(ccc[n+]2C)c1,0.0
171,CN(C)Cc1ccc(CSCc2ccccc2CSCc2ccc(CN(C)C)o2)o1,0.0
172,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCCCCN=c4c5c([nH]c6ccccc46)CCCC5)c3C(C1)C2,1.0
173,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,0.0
174,CN(C)c1ccc(C(=O)NCCCCCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1,1.0
175,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCN=c4c5c([nH]c6ccccc46)CCCC5)c3C(C1)C2,1.0
176,OCc1cc[n+](CC=CC[n+]2ccc(CO)cc2)cc1,0.0
177,CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,0.0
178,CN(C)c1ccc(CC(=O)NCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,0.0
179,FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,1.0
180,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cc1,1.0
181,CCN(CCCCC=Nc1cc(O)c(NCCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,1.0
182,COc1cc2c(cc1OC)CC(CC1CCN(CCN=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)CC1)C2,1.0
183,COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,1.0
184,Cc1[nH]c(C)c(C=C2CN(Cc3ccccc3)CCC2=O)c1C=O,0.0
185,C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CC)cc21,0.0
186,FC(F)(F)c1ccc(CN2CCN(c3nc(=NCc4ccccc4)cc[nH]3)CC2)cc1,0.0
187,COc1cccc2c1C=[N+](c1ccc(Br)cc1)CC2,1.0
188,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3,1.0
189,COc1cccc(CN=c2c3c([nH]c4ccccc24)CCCC3)c1,0.0
190,CC=C1C2C=C(C)CC1(N=Cc1ccc(O)c(OC)c1)c1ccc(=O)[nH]c1C2,1.0
191,COc1cc2[nH]cnc(=NCc3cn(CC4CCN(Cc5ccccc5)CC4)nn3)c2cc1OC,0.0
192,COc1ccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)cc1,0.0
193,COc1ccc2[nH]c(=NCCc3cc[n+](Cc4c(F)cccc4F)cc3)sc2c1,1.0
194,O=C(NCCCCCCCN=c1c2c([nH]c3ccccc13)CCC2)c1cc2ccccc2o1,1.0
195,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3,0.0
196,CC1CCCCN1c1nc2ccccc2[nH]1,0.0
197,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2ccc(Cl)c(Cl)c2)C3=O)c1,1.0
198,C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,0.0
199,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2,0.0
200,CCN(CC)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1,1.0
201,COc1ccc2[nH]cc(CCNC(=O)CN(CCCCCCCN=c3c4c([nH]c5ccc(OC)cc35)CCCC4)C(=O)CCCCC3CCSS3)c2c1,0.0
202,COc1ccc(-c2[nH]c(=NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,1.0
203,C=C(C)C[N+](C)(C)c1ccccc1O,0.0
204,COc1cccc2c1C=[N+](c1ccccc1I)CC2,0.0
205,COc1ccc2c3c1OC1CC(O)C=CC31CCN(CCCN1CCCCC1)C2,1.0
206,COc1ccc2c(c1)CCC(CC1C=CN(Cc3ccc(C)cc3)C=C1C(C)=O)C2=O,0.0
207,CN(C)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1,1.0
208,O=C(NP(=O)(Cl)Cl)c1ccccc1,0.0
209,CC(=O)Oc1cccc([N+](C)(C)Cc2ccccc2)c1,0.0
210,COc1cc2c(cc1O)CCC(C)(CCC(=O)NCCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,1.0
211,O=C(c1ccccc1Cl)n1nc(OCCCN2CCCCC2)c2ccccc21,0.0
212,COc1ccc(C(=O)c2ccc(CN(CCO)Cc3ccccc3)cc2)cc1OC,0.0
213,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(Cl)cc3)CC1)C2,0.0
214,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)C(c2ccccc2)NC12C(=O)Nc1ccc([N+](=O)[O-])cc12,0.0
215,Cc1c(C(=O)N(C)C)c[n+](C)c2cccc(OC(=O)N(C)C)c12,0.0
216,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCCC2)CC1,1.0
217,O=C(c1c(F)ccc(F)c1F)n1nc(OCCN2CCCCC2)c2ccccc21,0.0
218,Cn1cc[n+](COCc2ccccc2)c1C=NO,0.0
219,COc1cccc2cc[n+](-c3ccccc3)cc12,0.0
220,CCN(CCCCOc1ccc(-c2coc3cc(OCCCCN(CC)Cc4ccccc4)cc(O)c3c2=O)cc1)Cc1ccccc1,0.0
221,CN(C)Cc1ccc(CSCCN=CNCCSCc2ccc(CN(C)C)o2)o1,0.0
222,c1ccc2c(c1)ccc[n+]2CCCCCCCCC[n+]1cccc2ccccc21,1.0
223,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(Cc4ccccc4)CC3)cc1)NCC2,0.0
224,O=C(C=Cc1ccc([N+](=O)[O-])cc1)NCCC1CCN(Cc2ccccc2)CC1,1.0
225,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC,0.0
226,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CCCC5)c3C(C1)C2,1.0
227,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12,0.0
228,c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,1.0
229,CCC1C2OC(=O)C(C)(O)C2C23CCC(C4CC(C)C(=O)O4)N2CCCCC13,0.0
230,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,1.0
231,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)n3)CC1)C2,1.0
232,N#Cc1cc(C#N)c(=NC2CCN(Cc3ccccc3)CC2)[nH]c1Cl,0.0
233,c1cc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)ccn1,1.0
234,c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3CCC4)CC2)cc1,1.0
235,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCCCC2)cc1,0.0
236,NC(=O)N=c1[nH]c(=NCc2ccccc2)c2ccccc2[nH]1,0.0
237,O=S(=O)(N=c1[nH]ccs1)c1ccc(NCc2cc(Cl)cc(C=NO)c2O)cc1,0.0
238,C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21,0.0
239,O=C(CNCc1ccccc1F)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1.0
240,Oc1cccc2nc3c(O)cccc3nc12,0.0
241,CCCSc1nc2[nH]c3c(c(=N)c2s1)C1CC(CC)=CC(C3)C1,0.0
242,C#CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0
243,O=C(C=NO)Nc1ccc[n+](Cc2cccc(C[n+]3cccc(NC(=O)C=NO)c3)c2)c1,0.0
244,COc1cccc2cc[n+](-c3cccc(C)c3)cc12,0.0
245,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1,1.0
246,COc1cc(CCC(=O)N=CC(=O)Nc2ccccc2Cl)ccc1O,0.0
247,c1cc[n+](CCCCCCCC[n+]2ccccc2)cc1,0.0
248,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC(=Cc2cc(OC)c(OC)c(OC)c2)C3=O)c1,1.0
249,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCOC2N3C)cc1,0.0
250,Fc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,1.0
251,N#Cc1cc(C#N)c(=N)[nH]c1NCCCC1CCN(Cc2ccccc2)CC1,1.0
252,CCCCCN=C(C=NO)N(C)C,0.0
253,COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,1.0
254,NCCCCCCNCCSSCCNCCCCCCN,0.0
255,ON=Cc1cccc[n+]1COCCOC[n+]1ccccc1C=NO,0.0
256,CC(C)(C)c1cccc(C(=O)CF)c1,1.0
257,CCCCCCCCCCCCCCN=c1c2c([nH]c3ccc(OC)cc13)CCCC2,0.0
258,COc1cc2c(cc1OC)C(=O)C(=Cc1cc[n+](Cc3ccc(F)cc3)cc1)C2,1.0
259,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CC[N+](C)(CCc4ccccc4)C2N3C)cc1,1.0
260,CCN(CCC=Nc1cc(O)c(NCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,1.0
261,CC1(c2nccc3cc4c(cc23)OCO4)OC(O)c2c1ccc1c2OCO1,0.0
