fpr,tpr
0.0,0.0
0.0005543237250554324,0.0007380073800738007
0.004988913525498891,0.0007380073800738007
0.005543237250554324,0.0007380073800738007
0.0066518847006651885,0.0007380073800738007
0.008314855875831485,0.0007380073800738007
0.010532150776053215,0.002952029520295203
0.011086474501108648,0.002952029520295203
0.012195121951219513,0.002952029520295203
0.01385809312638581,0.002952029520295203
0.024390243902439025,0.012546125461254613
0.024944567627494457,0.012546125461254613
0.024944567627494457,0.013284132841328414
0.029379157427937917,0.014022140221402213
0.029379157427937917,0.014760147601476014
0.02993348115299335,0.014760147601476014
0.02993348115299335,0.015498154981549815
0.03048780487804878,0.015498154981549815
0.03215077605321508,0.015498154981549815
0.03325942350332594,0.015498154981549815
0.03436807095343681,0.015498154981549815
0.03436807095343681,0.016236162361623615
0.03547671840354767,0.016236162361623615
0.037694013303769404,0.016236162361623615
0.03991130820399113,0.016974169741697416
0.04212860310421286,0.016974169741697416
0.04212860310421286,0.017712177121771217
0.043237250554323724,0.017712177121771217
0.04379157427937916,0.017712177121771217
0.045454545454545456,0.017712177121771217
0.052106430155210645,0.01845018450184502
0.05266075388026607,0.01845018450184502
0.05598669623059867,0.01845018450184502
0.0598669623059867,0.01845018450184502
0.0598669623059867,0.01992619926199262
0.06042128603104213,0.01992619926199262
0.061529933481152994,0.01992619926199262
0.061529933481152994,0.020664206642066422
0.06263858093126386,0.020664206642066422
0.06319290465631928,0.020664206642066422
0.06374722838137473,0.021402214022140223
0.06485587583148558,0.021402214022140223
0.06596452328159645,0.021402214022140223
0.06707317073170732,0.021402214022140223
0.07261640798226164,0.025830258302583026
0.07261640798226164,0.026568265682656828
0.07372505543237251,0.026568265682656828
0.07483370288248337,0.026568265682656828
0.07538802660753881,0.026568265682656828
0.07649667405764966,0.026568265682656828
0.0787139689578714,0.026568265682656828
0.0803769401330377,0.02730627306273063
0.08093126385809313,0.028044280442804426
0.08148558758314856,0.028044280442804426
0.082039911308204,0.028782287822878228
0.08314855875831485,0.03025830258302583
0.0837028824833703,0.03099630996309963
0.08481152993348115,0.03099630996309963
0.08592017738359202,0.03099630996309963
0.08592017738359202,0.03173431734317343
0.08647450110864745,0.03173431734317343
0.08813747228381374,0.03690036900369004
0.08980044345898004,0.03690036900369004
0.09478935698447893,0.037638376383763834
0.09478935698447893,0.03911439114391144
0.10310421286031042,0.047232472324723246
0.10310421286031042,0.04870848708487085
0.10532150776053215,0.04870848708487085
0.10698447893569844,0.04870848708487085
0.10753880266075388,0.04870848708487085
0.13303769401330376,0.061254612546125464
0.13747228381374724,0.06273062730627306
0.13802660753880266,0.06273062730627306
0.13913525498891352,0.06273062730627306
0.14079822616407983,0.06273062730627306
0.1419068736141907,0.06273062730627306
0.14246119733924612,0.06273062730627306
0.14356984478935697,0.06273062730627306
0.14467849223946785,0.06346863468634686
0.14523281596452328,0.06346863468634686
0.14689578713968957,0.06863468634686347
0.17350332594235032,0.07675276752767528
0.17405764966740578,0.07675276752767528
0.983370288248337,0.988929889298893
0.9839246119733924,0.988929889298893
0.9866962305986696,0.9896678966789668
0.9878048780487805,0.9896678966789668
1.0,1.0
